rank,ranking-institution-title,ranking-institution-title href,location,overall,resources,engagement,outcomes,enviroment
453,Gwynedd Mercy University,https://www.timeshighereducation.com/world-university-rankings/gwynedd-mercy-university#ranking-dataset/634830,Pennsylvania,49.7,12.2,14.3,19.1,4.1
453,Martin Luther College,https://www.timeshighereducation.com/world-university-rankings/martin-luther-college#ranking-dataset/634830,Minnesota,49.7,12.4,15,21.1,1.3
455,University of Alabama in Huntsville,https://www.timeshighereducation.com/world-university-rankings/university-alabama-huntsville#ranking-dataset/634830,Alabama,49.6,13.5,15.7,14.7,5.7
455,McDaniel College,https://www.timeshighereducation.com/world-university-rankings/mcdaniel-college#ranking-dataset/634830,Maryland,49.6,14.1,14.8,17.5,3.3
455,Randolph-Macon College,https://www.timeshighereducation.com/world-university-rankings/randolph-macon-college#ranking-dataset/634830,Virginia,49.6,16.4,14.9,15.7,2.6
458,Hamline University,https://www.timeshighereducation.com/world-university-rankings/hamline-university#ranking-dataset/634830,Minnesota,49.5,11.3,15.3,19.1,3.8
458,University of New Mexico,https://www.timeshighereducation.com/world-university-rankings/university-new-mexico#ranking-dataset/634830,New Mexico,49.5,12.3,15.6,14,7.6
460,Clarke University,https://www.timeshighereducation.com/world-university-rankings/clarke-university#ranking-dataset/634830,Iowa,49.4,16.7,15.3,15.5,1.9
460,Maryland Institute College of Art,https://www.timeshighereducation.com/world-university-rankings/maryland-institute-college-art#ranking-dataset/634830,Maryland,49.4,15.8,14.6,13.5,5.5
460,University of Massachusetts-Boston,https://www.timeshighereducation.com/world-university-rankings/university-massachusetts-boston#ranking-dataset/634830,Massachusetts,49.4,11.9,14.2,14.7,8.6
460,University of Texas at Dallas,https://www.timeshighereducation.com/world-university-rankings/university-texas-dallas#ranking-dataset/634830,Texas,49.4,9.9,14.9,17.2,7.4
464,University of Alabama,https://www.timeshighereducation.com/world-university-rankings/university-alabama#ranking-dataset/634830,Alabama,49.3,11,16.3,18,3.9
464,Christian Brothers University,https://www.timeshighereducation.com/world-university-rankings/christian-brothers-university#ranking-dataset/634830,Tennessee,49.3,10.3,16.3,16.9,5.7
464,Hastings College,https://www.timeshighereducation.com/world-university-rankings/hastings-college#ranking-dataset/634830,Nebraska,49.3,14.9,16.1,16.3,1.9
467,University of Nebraska-Lincoln,https://www.timeshighereducation.com/world-university-rankings/university-nebraska-lincoln#ranking-dataset/634830,Nebraska,49.2,10.4,16.5,17.9,4.4
468,Fairleigh Dickinson University-Metropolitan Campus,https://www.timeshighereducation.com/world-university-rankings/fairleigh-dickinson-university-metropolitan-campus#ranking-dataset/634830,New Jersey,49.1,15.3,14.3,12.3,7.2
468,Maryville University of Saint Louis,https://www.timeshighereducation.com/world-university-rankings/maryville-university-saint-louis#ranking-dataset/634830,Missouri,49.1,8.4,16.8,20.1,3.8
470,The University of the Arts,https://www.timeshighereducation.com/world-university-rankings/university-arts#ranking-dataset/634830,Pennsylvania,49,17.3,15.1,11.5,5.2
470,"California State University, Chico",https://www.timeshighereducation.com/world-university-rankings/california-state-university-chico#ranking-dataset/634830,California,49,3.8,16.7,21.9,6.6
470,Western Illinois University,https://www.timeshighereducation.com/world-university-rankings/western-illinois-university#ranking-dataset/634830,Illinois,49,13.7,16.4,13,5.9
473,"California State University, Long Beach",https://www.timeshighereducation.com/world-university-rankings/california-state-university-long-beach#ranking-dataset/634830,California,48.9,4.1,16.8,19.2,8.8
473,Eastern Nazarene College,https://www.timeshighereducation.com/world-university-rankings/eastern-nazarene-college#ranking-dataset/634830,Massachusetts,48.9,9.1,14.5,18.8,6.4
473,University of Toledo,https://www.timeshighereducation.com/world-university-rankings/university-toledo#ranking-dataset/634830,Ohio,48.9,12.3,16.5,14.3,5.8
476,Arcadia University,https://www.timeshighereducation.com/world-university-rankings/arcadia-university#ranking-dataset/634830,Pennsylvania,48.8,13.6,16.2,13.9,5.1
476,Marymount University,https://www.timeshighereducation.com/world-university-rankings/marymount-university#ranking-dataset/634830,Virginia,48.8,11,14.7,16.8,6.3
476,University of Minnesota-Morris,https://www.timeshighereducation.com/world-university-rankings/university-minnesota-morris#ranking-dataset/634830,Minnesota,48.8,12.8,14.6,16,5.5
476,Morehouse College,https://www.timeshighereducation.com/world-university-rankings/morehouse-college#ranking-dataset/634830,Georgia,48.8,14.4,15.2,13.3,5.8
476,Salem College,https://www.timeshighereducation.com/world-university-rankings/salem-college#ranking-dataset/634830,North Carolina,48.8,13.7,14.5,14.7,5.9
476,Truman State University,https://www.timeshighereducation.com/world-university-rankings/truman-state-university#ranking-dataset/634830,Missouri,48.8,9.6,15.6,20.8,2.8
482,University of Central Florida,https://www.timeshighereducation.com/world-university-rankings/university-central-florida#ranking-dataset/634830,Florida,48.7,5.6,16.6,19.7,6.8
482,University of Charleston,https://www.timeshighereducation.com/world-university-rankings/university-charleston#ranking-dataset/634830,West Virginia,48.7,10.6,14.4,19.6,4.2
484,Chestnut Hill College,https://www.timeshighereducation.com/world-university-rankings/chestnut-hill-college#ranking-dataset/634830,Pennsylvania,48.5,14.4,14.8,13.5,5.8
484,High Point University,https://www.timeshighereducation.com/world-university-rankings/high-point-university#ranking-dataset/634830,North Carolina,48.5,13.4,15.9,17,2.1
484,Massachusetts College of Art and Design,https://www.timeshighereducation.com/world-university-rankings/massachusetts-college-art-and-design#ranking-dataset/634830,Massachusetts,48.5,16.4,13.9,14.4,3.8
484,Oglethorpe University,https://www.timeshighereducation.com/world-university-rankings/oglethorpe-university#ranking-dataset/634830,Georgia,48.5,10.7,14.6,16.8,6.4
484,Walla Walla University,https://www.timeshighereducation.com/world-university-rankings/walla-walla-university#ranking-dataset/634830,Washington,48.5,12,15.4,17.6,3.5
489,Belmont University,https://www.timeshighereducation.com/world-university-rankings/belmont-university#ranking-dataset/634830,Tennessee,48.4,12.8,16.9,16.4,2.3
489,Birmingham Southern College,https://www.timeshighereducation.com/world-university-rankings/birmingham-southern-college#ranking-dataset/634830,Alabama,48.4,15.3,15.8,15.3,2
489,California State Polytechnic University-Pomona,https://www.timeshighereducation.com/world-university-rankings/california-state-polytechnic-university-pomona#ranking-dataset/634830,California,48.4,4.3,15.5,20.1,8.5
489,Mount St Mary's University,https://www.timeshighereducation.com/world-university-rankings/mount-st-marys-university#ranking-dataset/634830,Maryland,48.4,11.7,15.7,17.9,3.2
489,Ohio University,https://www.timeshighereducation.com/world-university-rankings/ohio-university#ranking-dataset/634830,Ohio,48.4,11.1,17.3,15.8,4.1
489,Shenandoah University,https://www.timeshighereducation.com/world-university-rankings/shenandoah-university#ranking-dataset/634830,Virginia,48.4,18.4,15.6,9.9,4.5
495,Ouachita Baptist University,https://www.timeshighereducation.com/world-university-rankings/ouachita-baptist-university#ranking-dataset/634830,Arkansas,48.3,14.1,16.8,15.6,1.8
495,St Bonaventure University,https://www.timeshighereducation.com/world-university-rankings/st-bonaventure-university#ranking-dataset/634830,New York,48.3,15.7,15,14.9,2.6
495,St Mary's University,https://www.timeshighereducation.com/world-university-rankings/st-marys-university#ranking-dataset/634830,Texas,48.3,14.7,16.1,10.8,6.7
495,Texas Tech University,https://www.timeshighereducation.com/world-university-rankings/texas-tech-university#ranking-dataset/634830,Texas,48.3,7.2,16.8,18.5,5.8
495,Wentworth Institute of Technology,https://www.timeshighereducation.com/world-university-rankings/wentworth-institute-technology#ranking-dataset/634830,Massachusetts,48.3,8.5,14.4,20.7,4.7
500,University of Alaska Fairbanks,https://www.timeshighereducation.com/world-university-rankings/university-alaska-fairbanks#ranking-dataset/634830,Alaska,48.2,19.2,14.1,8.5,6.4
500,Alfred University,https://www.timeshighereducation.com/world-university-rankings/alfred-university#ranking-dataset/634830,New York,48.2,15.6,15.4,13.7,3.6
500,Augsburg College,https://www.timeshighereducation.com/world-university-rankings/augsburg-college#ranking-dataset/634830,Minnesota,48.2,14.5,17.1,11.7,4.9
500,California State University-Fresno,https://www.timeshighereducation.com/world-university-rankings/california-state-university-fresno#ranking-dataset/634830,California,48.2,4.9,16,18.8,8.5
500,Huntington University,https://www.timeshighereducation.com/world-university-rankings/huntington-university#ranking-dataset/634830,Indiana,48.2,15.2,16.3,14.7,2
500,Indiana University-Purdue University-Indianapolis,https://www.timeshighereducation.com/world-university-rankings/indiana-university-purdue-university-indianapolis#ranking-dataset/634830,Indiana,48.2,13.5,16.6,12.1,6
500,Meredith College,https://www.timeshighereducation.com/world-university-rankings/meredith-college#ranking-dataset/634830,North Carolina,48.2,12.5,16.6,15.5,3.6
500,SUNY College at Cortland,https://www.timeshighereducation.com/world-university-rankings/suny-college-cortland#ranking-dataset/634830,New York,48.2,9.7,16.3,19.2,3
500,Saint Xavier University,https://www.timeshighereducation.com/world-university-rankings/saint-xavier-university#ranking-dataset/634830,Illinois,48.2,11,15.9,14.8,6.4
501-600,Abilene Christian University,https://www.timeshighereducation.com/world-university-rankings/abilene-christian-university#ranking-dataset/634830,Texas,45.2-48.0,12.3,16.9,-,-
501-600,Adrian College,https://www.timeshighereducation.com/world-university-rankings/adrian-college#ranking-dataset/634830,Michigan,45.2-48.0,14.6,16.1,-,-
501-600,Alverno College,https://www.timeshighereducation.com/world-university-rankings/alverno-college#ranking-dataset/634830,Wisconsin,45.2-48.0,14.1,16.8,-,5.7
501-600,Asbury University,https://www.timeshighereducation.com/world-university-rankings/asbury-university#ranking-dataset/634830,Kentucky,45.2-48.0,12.9,16.3,-,-
501-600,Ashland University,https://www.timeshighereducation.com/world-university-rankings/ashland-university#ranking-dataset/634830,Ohio,45.2-48.0,-,16.8,16.5,-
501-600,Avila University,https://www.timeshighereducation.com/world-university-rankings/avila-university#ranking-dataset/634830,Missouri,45.2-48.0,-,-,-,6.2
501-600,Barry University,https://www.timeshighereducation.com/world-university-rankings/barry-university#ranking-dataset/634830,Florida,45.2-48.0,13.7,-,-,8.9
501-600,Bay Path University,https://www.timeshighereducation.com/world-university-rankings/bay-path-university#ranking-dataset/634830,Massachusetts,45.2-48.0,-,-,-,5.2
501-600,Berklee College of Music,https://www.timeshighereducation.com/world-university-rankings/berklee-college-music#ranking-dataset/634830,Massachusetts,45.2-48.0,16.9,-,-,6.6
501-600,Bethel University,https://www.timeshighereducation.com/world-university-rankings/bethel-university#ranking-dataset/634830,Minnesota,45.2-48.0,-,16.8,16.3,-
501-600,CUNY Lehman College,https://www.timeshighereducation.com/world-university-rankings/cuny-lehman-college#ranking-dataset/634830,New York,45.2-48.0,-,-,-,8.1
501-600,Caldwell University,https://www.timeshighereducation.com/world-university-rankings/caldwell-university#ranking-dataset/634830,New Jersey,45.2-48.0,-,-,-,5.7
501-600,California State University-Monterey Bay,https://www.timeshighereducation.com/world-university-rankings/california-state-university-monterey-bay#ranking-dataset/634830,California,45.2-48.0,-,-,16.8,8.5
501-600,California State University-Stanislaus,https://www.timeshighereducation.com/world-university-rankings/california-state-university-stanislaus#ranking-dataset/634830,California,45.2-48.0,-,-,18.6,8.1
501-600,Central Methodist University-College of Liberal Arts and Sciences,https://www.timeshighereducation.com/world-university-rankings/central-methodist-university-college-liberal-arts-and-sciences#ranking-dataset/634830,Missouri,45.2-48.0,16.2,-,-,-
501-600,College of Charleston,https://www.timeshighereducation.com/world-university-rankings/college-charleston#ranking-dataset/634830,South Carolina,45.2-48.0,-,16.2,-,-
501-600,Christopher Newport University,https://www.timeshighereducation.com/world-university-rankings/christopher-newport-university#ranking-dataset/634830,Virginia,45.2-48.0,-,-,17.8,-
501-600,Cleveland State University,https://www.timeshighereducation.com/world-university-rankings/cleveland-state-university#ranking-dataset/634830,Ohio,45.2-48.0,-,16.2,-,7.2
501-600,Columbia College,https://www.timeshighereducation.com/world-university-rankings/columbia-college#ranking-dataset/634830,South Carolina,45.2-48.0,13.3,-,-,5.9
501-600,Covenant College,https://www.timeshighereducation.com/world-university-rankings/covenant-college#ranking-dataset/634830,Georgia,45.2-48.0,-,15.7,17.4,-
501-600,Dallas Baptist University,https://www.timeshighereducation.com/world-university-rankings/dallas-baptist-university#ranking-dataset/634830,Texas,45.2-48.0,-,16.7,-,6.1
501-600,DeSales University,https://www.timeshighereducation.com/world-university-rankings/desales-university#ranking-dataset/634830,Pennsylvania,45.2-48.0,-,-,17.5,-
501-600,Delaware State University,https://www.timeshighereducation.com/world-university-rankings/delaware-state-university#ranking-dataset/634830,Delaware,45.2-48.0,13.6,16,-,6.8
501-600,Eastern University,https://www.timeshighereducation.com/world-university-rankings/eastern-university#ranking-dataset/634830,Pennsylvania,45.2-48.0,12.9,-,-,6.6
